********************************
Villa availability
********************************
1: Scrape webpages and store data
2: Load data and visualize it
********************************
Your choice: 2
--- Show NMB data ---
+ ------------------------------ + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- ‖ -------- + -------- + -------- + -------- + -------- + -------- + -------- +
| Villa                          | Jan 2025 | Feb 2025 | Mar 2025 | Apr 2025 | May 2025 | Jun 2025 | Jul 2025 | Aug 2025 | Sep 2025 | Oct 2025 | Nov 2025 | Dec 2025 | Jan 2026 | Feb 2026 | Mar 2026 | Apr 2026 | May 2026 | Jun 2026 ‖ Jul 2026 | Aug 2026 | Sep 2026 | Oct 2026 | Nov 2026 | Dec 2026 | Avg 2026 |
| Villa Bequia                   |     51.6 |    100.0 |     83.9 |     46.7 |     67.7 |     50.0 |        - |        - |        - |        - |        - |        - |      0.0 |    100.0 |     71.0 |     16.7 |     71.0 |     80.0 ‖     71.0 |      0.0 |      0.0 |     54.8 |    100.0 |      0.0 |     47.0 |
| Villa Big Easy                 |    100.0 |    100.0 |     90.3 |     83.3 |     87.1 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |      0.0 |     77.4 |     90.0 |     77.4 |      0.0 ‖     83.9 |     22.6 |      0.0 |      0.0 |      0.0 |     54.8 |     33.8 |
| Villa Bluesky at the Lake      |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |      3.2 |     96.4 |     96.8 |     23.3 |      0.0 |      0.0 ‖     45.2 |      0.0 |      0.0 |      3.2 |    100.0 |     83.9 |     37.7 |
| Villa Brightwater              |     32.3 |     96.4 |     93.5 |     70.0 |      6.5 |     43.3 |        - |        - |        - |        - |        - |        - |     16.1 |     78.6 |     93.5 |    100.0 |      0.0 |      3.3 ‖     64.5 |     22.6 |      0.0 |      0.0 |     33.3 |     41.9 |     37.8 |
| Villa Capricorn                |     38.7 |     89.3 |    100.0 |      3.3 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     35.5 |     57.1 |     93.5 |     53.3 |     35.5 |      0.0 ‖     67.7 |     38.7 |      0.0 |      0.0 |      0.0 |      0.0 |     31.8 |
| Villa Carrera                  |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |    100.0 |     64.3 |     90.3 |     36.7 |      0.0 |      3.3 ‖      0.0 |     96.8 |     46.7 |      0.0 |     60.0 |      6.5 |     42.0 |
| Villa Casa Carlito             |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     32.3 |    100.0 |     96.8 |    100.0 |     80.6 |     30.0 ‖     64.5 |      3.2 |      0.0 |     45.2 |     56.7 |     22.6 |     52.7 |
| Villa Casa La Belle            |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     90.3 |    100.0 |    100.0 |     23.3 |     58.1 |     43.3 ‖     32.3 |     22.6 |      6.7 |     51.6 |      0.0 |     87.1 |     51.3 |
| Villa Casa Sophia              |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |      0.0 |    100.0 |    100.0 |     46.7 |     22.6 |      0.0 ‖     71.0 |      0.0 |      0.0 |      0.0 |     86.7 |     41.9 |     39.1 |
| Villa Cataleya                 |     54.8 |     96.4 |    100.0 |     83.3 |     74.2 |     56.7 |        - |        - |        - |        - |        - |        - |     67.7 |     78.6 |    100.0 |     36.7 |     64.5 |     56.7 ‖     54.8 |     29.0 |      0.0 |     67.7 |     10.0 |     61.3 |     52.3 |
| Villa Cayman                   |    100.0 |     78.6 |     25.8 |     36.7 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     64.5 |    100.0 |    100.0 |     96.7 |     96.8 |      0.0 ‖      0.0 |      0.0 |      0.0 |     19.4 |     66.7 |      0.0 |     45.3 |
| Villa Cupio                    |     58.1 |    100.0 |     77.4 |    100.0 |     96.8 |     53.3 |        - |        - |        - |        - |        - |        - |     45.2 |    100.0 |     96.8 |    100.0 |     77.4 |     36.7 ‖     35.5 |     12.9 |      0.0 |     48.4 |    100.0 |     90.3 |     61.9 |
| Villa Da Vinci                 |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |        - |        - |        - |        - |        - |        - |     51.6 |     85.7 |     87.1 |     76.7 |     83.9 |     96.7 ‖     96.8 |     96.8 |     36.7 |      0.0 |     56.7 |    100.0 |     72.4 |
| Villa Dolphin                  |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |      6.5 |     96.4 |     87.1 |     10.0 |      0.0 |     60.0 ‖     54.8 |     35.5 |    100.0 |     12.9 |     63.3 |     58.1 |     48.7 |
| Villa Dolphin Drive            |     61.3 |    100.0 |     71.0 |     66.7 |      0.0 |      6.7 |        - |        - |        - |        - |        - |        - |     38.7 |     67.9 |     90.3 |     83.3 |     22.6 |     20.0 ‖     58.1 |      0.0 |      0.0 |     45.2 |      6.7 |     87.1 |     43.3 |
| Villa Dreamcatcher             |    100.0 |    100.0 |    100.0 |     23.3 |      0.0 |     53.3 |        - |        - |        - |        - |        - |        - |     64.5 |     92.9 |    100.0 |     36.7 |     67.7 |     76.7 ‖     77.4 |     32.3 |      0.0 |      0.0 |      0.0 |     54.8 |     50.2 |
| Villa Edgewater                |     77.4 |     46.4 |     83.9 |    100.0 |     87.1 |      0.0 |        - |        - |        - |        - |        - |        - |     32.3 |     96.4 |     80.6 |    100.0 |     64.5 |      0.0 ‖     51.6 |     12.9 |     46.7 |    100.0 |     96.7 |      0.0 |     56.8 |
| Villa Emerald                  |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |      0.0 |      0.0 |     67.7 |      0.0 |      0.0 |      0.0 ‖     25.8 |      0.0 |      0.0 |      0.0 |      0.0 |     41.9 |     11.3 |
| Villa Francabella              |     90.3 |     67.9 |     48.4 |     30.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |     85.7 |     74.2 |     80.0 |     61.3 |     90.0 ‖     74.2 |      9.7 |      0.0 |      0.0 |     43.3 |     16.1 |     44.5 |
| Villa Garzetta                 |    100.0 |    100.0 |    100.0 |     73.3 |    100.0 |     26.7 |        - |        - |        - |        - |        - |        - |      0.0 |    100.0 |    100.0 |    100.0 |     38.7 |     60.0 ‖     90.3 |     29.0 |      0.0 |     45.2 |     90.0 |     96.8 |     62.5 |
| Villa Happy Place              |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |      9.7 |     71.4 |    100.0 |     70.0 |     74.2 |     13.3 ‖     45.2 |      9.7 |      0.0 |      0.0 |      0.0 |     48.4 |     36.8 |
| Villa Incredible               |     41.9 |     46.4 |     96.8 |     63.3 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     22.6 |    100.0 |    100.0 |     56.7 |     90.3 |      0.0 ‖     22.6 |    100.0 |     16.7 |     45.2 |     40.0 |     54.8 |     54.1 |
| Villa Isabella                 |    100.0 |    100.0 |    100.0 |    100.0 |     87.1 |      0.0 |        - |        - |        - |        - |        - |        - |    100.0 |    100.0 |    100.0 |    100.0 |     64.5 |      0.0 ‖     93.5 |      0.0 |      0.0 |     19.4 |    100.0 |     90.3 |     64.0 |
| Villa Lady Elsy                |    100.0 |    100.0 |     80.6 |     60.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     25.8 |    100.0 |    100.0 |     96.7 |     71.0 |     60.0 ‖    100.0 |    100.0 |     96.7 |     77.4 |    100.0 |    100.0 |     85.6 |
| Villa Laguna                   |    100.0 |    100.0 |     93.5 |     60.0 |     64.5 |     43.3 |        - |        - |        - |        - |        - |        - |     45.2 |     96.4 |     87.1 |     23.3 |    100.0 |     96.7 ‖     25.8 |      0.0 |      0.0 |     45.2 |     90.0 |     87.1 |     58.1 |
| Villa Lake View                |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     93.5 |    100.0 |    100.0 |     93.3 |     87.1 |     90.0 ‖     67.7 |     77.4 |     83.3 |     74.2 |     56.7 |     35.5 |     79.9 |
| Villa Leonardo                 |     90.3 |     89.3 |    100.0 |     96.7 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |    100.0 |    100.0 |     73.3 |     80.6 |     53.3 ‖    100.0 |     61.3 |      0.0 |      0.0 |      0.0 |      0.0 |     47.4 |
| Villa Louis                    |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     90.3 |    100.0 |     87.1 |     40.0 |     51.6 |      0.0 ‖      0.0 |     93.5 |      0.0 |     51.6 |      0.0 |      0.0 |     42.8 |
| Villa Magic Summer             |    100.0 |    100.0 |    100.0 |      3.3 |     41.9 |      0.0 |        - |        - |        - |        - |        - |        - |    100.0 |     96.4 |     77.4 |     20.0 |      0.0 |      0.0 ‖      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |     24.5 |
| Villa Majadama                 |    100.0 |    100.0 |    100.0 |     13.3 |     54.8 |      0.0 |        - |        - |        - |        - |        - |        - |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 ‖    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |
| Villa Malibu                   |     48.4 |     75.0 |     80.6 |     83.3 |      9.7 |      0.0 |        - |        - |        - |        - |        - |        - |     45.2 |    100.0 |     90.3 |     63.3 |     25.8 |     16.7 ‖     96.8 |    100.0 |     36.7 |      0.0 |     56.7 |      0.0 |     52.6 |
| Villa Manatee                  |    100.0 |    100.0 |    100.0 |     70.0 |     19.4 |     53.3 |        - |        - |        - |        - |        - |        - |      0.0 |      0.0 |     77.4 |     50.0 |     38.7 |     46.7 ‖     45.2 |     22.6 |      0.0 |      0.0 |     36.7 |     58.1 |     31.3 |
| Villa Mangifera                |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     77.4 |    100.0 |    100.0 |    100.0 |    100.0 |     70.0 ‖     96.8 |     32.3 |      0.0 |     48.4 |     36.7 |     83.9 |     70.4 |
| Villa Maui                     |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     45.2 |    100.0 |    100.0 |     76.7 |     74.2 |     80.0 ‖     90.3 |     61.3 |     46.7 |     93.5 |     46.7 |     29.0 |     70.3 |
| Villa Oasis                    |    100.0 |     78.6 |    100.0 |     16.7 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     51.6 |     96.4 |     93.5 |     26.7 |     32.3 |     56.7 ‖     35.5 |      0.0 |      0.0 |    100.0 |    100.0 |     29.0 |     51.8 |
| Villa Odyssey                  |     32.3 |     57.1 |     45.2 |     23.3 |      0.0 |     53.3 |        - |        - |        - |        - |        - |        - |     96.8 |    100.0 |     96.8 |     70.0 |     54.8 |     63.3 ‖     87.1 |     67.7 |     23.3 |      0.0 |      0.0 |     41.9 |     58.5 |
| Villa Pearl of Paradise        |     35.5 |      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     71.0 |     64.3 |    100.0 |      3.3 |      0.0 |     63.3 ‖      6.5 |     51.6 |      0.0 |     29.0 |     50.0 |     35.5 |     39.5 |
| Villa Penelope                 |     32.3 |     28.6 |     48.4 |     43.3 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     25.8 |    100.0 |     96.8 |     83.3 |    100.0 |     30.0 ‖     83.9 |      9.7 |     16.7 |     25.8 |     43.3 |     29.0 |     53.7 |
| Villa Pura Vida                |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     96.8 |     96.4 |     77.4 |     70.0 |     22.6 |     30.0 ‖     41.9 |      0.0 |      0.0 |     22.6 |     23.3 |      0.0 |     40.1 |
| Villa Pure 22                  |     51.6 |    100.0 |    100.0 |     60.0 |    100.0 |     83.3 |        - |        - |        - |        - |        - |        - |      0.0 |     92.9 |     93.5 |     93.3 |     38.7 |      3.3 ‖     54.8 |     16.1 |      0.0 |      0.0 |     80.0 |    100.0 |     47.7 |
| Villa Pure Balance             |    100.0 |    100.0 |     90.3 |    100.0 |     83.9 |     33.3 |        - |        - |        - |        - |        - |        - |     32.3 |    100.0 |     93.5 |     96.7 |    100.0 |     16.7 ‖     96.8 |      6.5 |      0.0 |     61.3 |    100.0 |     35.5 |     61.6 |
| Villa Riverside                |    100.0 |     71.4 |     32.3 |      0.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     32.3 |     64.3 |     80.6 |     40.0 |      9.7 |      0.0 ‖      9.7 |      0.0 |      0.0 |      0.0 |     13.3 |      0.0 |     20.8 |
| Villa Riviera                  |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |     46.7 |        - |        - |        - |        - |        - |        - |     29.0 |     96.4 |     96.8 |     46.7 |      0.0 |      0.0 ‖      3.2 |      0.0 |      0.0 |      0.0 |      0.0 |     29.0 |     25.1 |
| Villa Royal Sereni Tee         |     32.3 |      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |     50.0 |     45.2 |      0.0 |      0.0 |      0.0 ‖      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |      7.9 |
| Villa Royal's Paradise         |     61.3 |     96.4 |    100.0 |     40.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |    100.0 |     90.3 |     40.0 |      0.0 |      0.0 ‖     74.2 |    100.0 |     53.3 |      0.0 |      0.0 |      0.0 |     38.2 |
| Villa Safira                   |     61.3 |    100.0 |    100.0 |     73.3 |    100.0 |    100.0 |        - |        - |        - |        - |        - |        - |      6.5 |     96.4 |     93.5 |     90.0 |    100.0 |    100.0 ‖    100.0 |    100.0 |     96.7 |    100.0 |    100.0 |    100.0 |     90.3 |
| Villa Seas the Day             |     32.3 |     28.6 |     35.5 |      0.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |     75.0 |    100.0 |     53.3 |      0.0 |     33.3 ‖    100.0 |    100.0 |     93.3 |      0.0 |    100.0 |    100.0 |     62.9 |
| Villa Serene Sky               |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |      0.0 |     28.6 |    100.0 |    100.0 |    100.0 |    100.0 ‖    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |      0.0 |     77.4 |
| Villa Serenissima              |    100.0 |     89.3 |     29.0 |      0.0 |     25.8 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |     78.6 |     64.5 |      3.3 |      0.0 |      0.0 ‖     35.5 |     41.9 |      0.0 |     41.9 |      0.0 |      0.0 |     22.1 |
| Villa Serenity                 |    100.0 |    100.0 |     67.7 |    100.0 |      6.5 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |     75.0 |    100.0 |    100.0 |     87.1 |     83.3 ‖      0.0 |     61.3 |      0.0 |     48.4 |     76.7 |     87.1 |     59.9 |
| Villa Solaris at the Lake      |    100.0 |    100.0 |    100.0 |     90.0 |     51.6 |      0.0 |        - |        - |        - |        - |        - |        - |     93.5 |    100.0 |     96.8 |     43.3 |     67.7 |     53.3 ‖     61.3 |     87.1 |      0.0 |     96.8 |    100.0 |     38.7 |     69.9 |
| Villa Soleil Brillant          |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |      6.5 |    100.0 |    100.0 |     96.7 |     74.2 |     16.7 ‖      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |      0.0 |     32.8 |
| Villa South West               |     54.8 |    100.0 |     74.2 |    100.0 |     12.9 |      0.0 |        - |        - |        - |        - |        - |        - |     96.8 |    100.0 |     96.8 |     30.0 |      0.0 |      0.0 ‖     90.3 |     45.2 |      0.0 |      0.0 |     43.3 |      0.0 |     41.9 |
| Villa Splendid                 |     83.9 |    100.0 |     45.2 |     63.3 |     19.4 |      0.0 |        - |        - |        - |        - |        - |        - |      0.0 |     71.4 |    100.0 |     96.7 |     61.3 |      0.0 ‖     25.8 |      0.0 |      0.0 |      6.5 |     63.3 |      0.0 |     35.4 |
| Villa Spreader Pearl           |     74.2 |     82.1 |     58.1 |     63.3 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |     38.7 |     60.7 |     93.5 |     33.3 |     71.0 |     16.7 ‖     61.3 |      0.0 |      0.0 |     16.1 |    100.0 |     67.7 |     46.6 |
| Villa Starview                 |     74.2 |    100.0 |    100.0 |     66.7 |     45.2 |      0.0 |        - |        - |        - |        - |        - |        - |     61.3 |    100.0 |    100.0 |     50.0 |     51.6 |      0.0 ‖      0.0 |      0.0 |      0.0 |      0.0 |     63.3 |     32.3 |     38.2 |
| Villa Sunset Breeze            |     32.3 |     75.0 |     80.6 |     46.7 |      0.0 |     96.7 |        - |        - |        - |        - |        - |        - |     93.5 |     96.4 |     77.4 |     13.3 |     71.0 |     20.0 ‖     87.1 |     19.4 |      0.0 |      0.0 |     60.0 |    100.0 |     53.2 |
| Villa Sunset Paradise          |     32.3 |     46.4 |     71.0 |      0.0 |     19.4 |    100.0 |        - |        - |        - |        - |        - |        - |     12.9 |    100.0 |    100.0 |     80.0 |    100.0 |    100.0 ‖     29.0 |      0.0 |      0.0 |     93.5 |    100.0 |     35.5 |     62.6 |
| Villa The Beach                |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |    100.0 |    100.0 |    100.0 |    100.0 |     29.0 |     20.0 ‖     61.3 |      0.0 |      0.0 |      0.0 |    100.0 |    100.0 |     59.2 |
| Villa The Diamond              |     32.3 |     96.4 |    100.0 |    100.0 |     12.9 |      0.0 |        - |        - |        - |        - |        - |        - |    100.0 |    100.0 |    100.0 |    100.0 |     93.5 |     80.0 ‖     74.2 |     61.3 |      0.0 |     54.8 |    100.0 |    100.0 |     80.3 |
| Villa The Magnificence         |     54.8 |     75.0 |    100.0 |     43.3 |     29.0 |     23.3 |        - |        - |        - |        - |        - |        - |     48.4 |    100.0 |     90.3 |     93.3 |     29.0 |     50.0 ‖     80.6 |     22.6 |     33.3 |     54.8 |      0.0 |     16.1 |     51.6 |
| Villa The View                 |     61.3 |     96.4 |    100.0 |    100.0 |     41.9 |     53.3 |        - |        - |        - |        - |        - |        - |     45.2 |    100.0 |     74.2 |    100.0 |     77.4 |     60.0 ‖     54.8 |     83.9 |     13.3 |     71.0 |     70.0 |     19.4 |     64.1 |
| Villa Tropicana                |    100.0 |     85.7 |    100.0 |    100.0 |    100.0 |    100.0 |        - |        - |        - |        - |        - |        - |     77.4 |    100.0 |    100.0 |     73.3 |     64.5 |     66.7 ‖     25.8 |      0.0 |      0.0 |     35.5 |     60.0 |     32.3 |     53.0 |
| Villa Valentina                |    100.0 |    100.0 |    100.0 |    100.0 |    100.0 |      0.0 |        - |        - |        - |        - |        - |        - |    100.0 |    100.0 |    100.0 |    100.0 |     64.5 |     26.7 ‖     35.5 |      0.0 |      0.0 |      0.0 |    100.0 |    100.0 |     60.6 |
| Villa Venezia                  |    100.0 |    100.0 |    100.0 |     63.3 |     29.0 |      0.0 |        - |        - |        - |        - |        - |        - |     61.3 |    100.0 |     96.8 |     83.3 |     54.8 |    100.0 ‖     64.5 |      0.0 |      0.0 |     77.4 |    100.0 |      9.7 |     62.3 |
| Villa Victoria                 |    100.0 |    100.0 |     48.4 |      0.0 |      0.0 |      0.0 |        - |        - |        - |        - |        - |        - |      3.2 |     57.1 |     96.8 |    100.0 |    100.0 |    100.0 ‖     96.8 |      0.0 |      0.0 |     64.5 |     70.0 |      0.0 |     57.4 |
| Villa Xanadu                   |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |        - |     61.3 |    100.0 |    100.0 |    100.0 |     93.5 |     90.0 ‖     93.5 |     80.6 |     23.3 |     25.8 |      0.0 |     45.2 |     67.8 |
+ ------------------------------ + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- ‖ -------- + -------- + -------- + -------- + -------- + -------- + -------- +
| ALL VILLAS (n=83)              |     74.5 |     83.1 |     80.0 |     59.2 |     36.8 |     23.8 |        - |        - |        - |        - |        - |        - |     41.1 |     83.4 |     88.7 |     63.3 |     54.5 |     39.0 ‖     54.8 |     32.9 |     15.7 |     32.9 |     52.4 |     42.1 |     50.1 |
+ ------------------------------ + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- + -------- ‖ -------- + -------- + -------- + -------- + -------- + -------- + -------- +
‖ left: realized occupancy | right: bookings taken so far (still rising)
Avg 2026 mixes realized and forecast months, so it understates the year
'-' means no data was ever collected for that month
